source,target,weight
17,0,1
3,0,7
5,0,3
4,2,1
4,0,1
19,0,1
2,0,1
20,0,1
2,23,6
4,23,7
18,23,4
24,23,6
35,23,1
28,23,8
32,23,5
9,23,2
27,23,4
6,39,13
41,39,1
40,39,1
20,45,14
45,20,13
49,20,1
15,20,2
4,20,2
46,20,2
35,20,2
51,20,2
29,20,1
15,37,2
52,34,4
15,34,3
51,34,1
25,34,3
62,62,3
21,1,4
1,1,29
70,1,27
74,1,4
19,1,7
71,1,7
48,1,1
73,1,6
15,1,2
72,1,6
77,77,3
4,15,17
46,46,1
46,15,5
50,15,1
34,15,2
35,15,1
37,15,1
60,15,1
68,15,2
29,15,4
21,15,2
76,15,2
48,15,2
34,46,1
15,46,1
52,46,1
26,15,1
22,81,1
3,5,3
6,5,2
19,72,22
91,72,2
90,72,12
92,72,1
21,72,1
70,72,1
1,72,2
84,96,1
30,96,3
58,96,3
97,96,6
3,43,1
40,43,6
100,43,2
5,3,1
0,3,2
2,3,5
10,3,1
6,3,1
19,3,1
101,68,10
32,68,1
16,68,3
60,68,2
60,101,1
69,101,1
61,101,3
82,42,22
36,42,3
83,42,1
22,42,6
110,42,3
81,42,3
22,94,13
104,94,3
16,94,17
81,94,3
85,94,19
106,94,2
69,94,1
111,94,2
94,94,1
33,33,93
35,33,1
25,33,2
50,21,3
25,21,2
70,21,3
73,21,21
50,73,2
15,73,3
1,21,2
48,21,1
76,73,2
48,73,2
76,21,1
46,73,1
9,14,1
10,6,1
6,6,23
39,6,6
5,6,1
12,6,1
0,6,1
8,6,1
43,40,4
61,111,2
22,111,7
111,111,1
94,111,1
20,27,1
19,27,1
0,27,1
23,27,3
9,27,2
4,27,1
24,27,1
25,51,28
51,51,1
49,51,3
29,51,1
32,51,3
19,28,2
23,28,4
24,28,1
98,110,1
42,110,1
110,110,1
58,30,2
0,30,1
37,30,1
59,30,2
99,30,2
96,30,1
82,92,1
17,92,2
81,82,4
22,82,6
101,82,12
42,82,16
105,82,4
58,99,1
28,100,5
19,100,5
47,100,1
75,69,10
61,69,2
68,69,1
104,69,1
111,69,1
101,61,2
68,61,3
30,61,1
67,61,4
61,61,7
111,61,1
60,61,1
104,85,13
105,85,13
16,85,16
94,85,9
61,85,2
51,25,11
66,25,1
34,25,2
49,25,2
50,25,1
48,25,1
21,25,1
21,70,1
30,7,1
21,50,1
73,50,1
2,8,1
0,9,1
23,9,1
22,16,1
69,16,1
68,16,2
101,16,7
85,16,3
61,16,1
94,16,2
104,16,12
18,16,3
99,11,1
96,97,1
23,32,2
101,32,1
18,29,1
49,32,3
51,32,2
15,32,1
4,32,1
46,32,1
35,32,1
25,32,1
