Source,Target,Weight
621,686,1
1270,831,1
1270,686,1
518,1488,1
777,1639,1
644,1616,1
1130,34,1
1130,19,1
161,1673,1
1383,1542,1
393,263,1
393,1190,1
768,886,1
234,1616,1
1312,12,1
1542,1383,1
686,621,1
686,1270,1
1667,617,1
1270,686,1
12,1312,1
686,1270,1
234,1312,1
1312,12,1
234,1312,1
1312,234,1
12,1312,1
1312,12,1
34,1130,1
12,1312,1
234,1312,1
281,1343,1
1312,234,1
12,1312,1
1052,1648,1
1312,12,1
1312,12,1
12,1312,1
1052,1136,1
12,1312,1
1312,12,1
598,1474,1
12,1312,1
234,1312,1
1312,12,1
1312,234,1
12,1312,1
234,1312,1
1312,12,1
12,1312,1
1312,12,1
12,1312,1
1312,12,1
12,1312,1
1312,12,1
12,1312,1
1312,12,1
9,1313,1
12,1312,1
679,72,1
1379,1668,1
72,679,1
1312,12,1
234,1312,1
1312,234,1
342,544,1
12,1312,1
1526,1130,1
1312,12,1
523,1269,1
12,1312,1
234,1312,1
1312,12,1
12,1312,1
1312,234,1
1312,234,1
234,1312,1
1312,234,1
234,1312,1
582,1675,1
12,1312,1
281,708,1
1316,72,1
1312,12,1
12,1312,1
234,1312,1
679,72,1
1312,234,1
1312,12,1
234,1312,1
72,679,1
12,1312,1
1312,234,1
679,72,1
234,1312,1
1312,12,1
1312,234,1
12,1312,1
72,679,1
1312,12,1
781,1136,1
12,1312,1
12,1312,1
1312,12,1
12,1312,1
1332,617,1
1312,12,1
1312,12,1
12,1312,1
1312,12,1
12,1312,1
1312,12,1
12,1312,1
1312,12,1
12,1312,1
1312,12,1
1312,12,1
12,1312,1
1312,12,1
1644,812,1
1312,12,1
1644,67,1
809,1406,1
72,679,1
12,1312,1
809,1379,1
1343,281,1
357,1644,1
281,1343,1
357,1343,1
1648,249,1
1644,357,1
357,1616,1
357,1644,1
1602,59,1
1472,949,1
1648,1052,1
777,537,1
1644,357,1
357,1644,1
1586,1557,1
1248,768,1
338,1302,1
19,1130,1
1487,42,1
812,1644,1
19,1130,1
1602,1678,1
1679,1565,1
1623,711,1
1679,1565,1
1679,1565,1
1679,1565,1
1679,1565,1
1565,1679,1
249,44,1
1565,1679,1
249,1648,1
1679,1565,1
176,1565,1
1346,1314,1
1679,569,1
1676,686,1
1158,1072,1
686,1676,1
768,1248,1
1580,1545,1
32,1312,1
569,1679,1
1565,176,1
1312,32,1
176,1565,1
1644,812,1
1676,686,1
1580,1676,1
1676,1580,1
1565,176,1
176,1565,1
1676,1580,1
1565,1679,1
1565,176,1
1644,1623,1
1580,1577,1
1676,1580,1
1580,1676,1
1580,1676,1
1580,1676,1
1580,155,1
1679,569,1
1676,1580,1
1343,281,1
1314,1346,1
1676,1580,1
302,403,1
1343,357,1
1580,1676,1
1029,1489,1
1256,1680,1
1676,1580,1
1580,1676,1
1580,1676,1
1676,1580,1
569,1679,1
1679,1565,1
1676,1580,1
679,72,1
679,72,1
372,1343,1
1580,1676,1
1580,1676,1
1676,1580,1
800,1256,1
1676,1580,1
1565,1679,1
1343,372,1
1676,1580,1
1648,249,1
1580,1676,1
1676,1580,1
1256,800,1
621,686,1
1580,1676,1
1580,1676,1
1676,1580,1
1676,1580,1
1676,1580,1
1580,1522,1
431,617,1
