Source,Target,Weight
26,63,1
26,1176,1
679,1174,1
679,1281,1
1087,1131,1
483,821,1
398,354,1
474,337,1
474,163,1
163,1283,1
1060,199,1
1117,856,1
163,474,1
1237,843,1
1060,191,1
1358,777,1
1236,615,1
1246,1400,1
1381,1033,1
176,277,1
176,101,1
1400,1246,1
1236,176,1
1236,549,1
199,1060,1
314,834,1
314,372,1
1246,1400,1
725,1260,1
1236,176,1
753,1271,1
1400,1246,1
1271,1,1
474,163,1
1246,1400,1
460,546,1
1038,576,1
1236,549,1
1236,176,1
323,753,1
1340,1137,1
323,753,1
146,312,1
6,422,1
9,1401,1
422,6,1
1399,1335,1
1399,1335,1
1101,1138,1
1052,1365,1
549,236,1
598,1216,1
753,323,1
1236,615,1
704,1395,1
1379,912,1
19,1390,1
704,1393,1
1236,615,1
704,1400,1
425,992,1
425,1103,1
1359,1342,1
1335,1342,1
1400,704,1
220,719,1
1236,615,1
1284,1213,1
1236,368,1
997,415,1
1213,1284,1
1312,103,1
986,991,1
1354,908,1
1236,1043,1
1354,1183,1
1350,514,1
1176,26,1
1365,834,1
1236,1287,1
1312,103,1
581,779,1
114,770,1
1236,176,1
114,19,1
1236,176,1
1231,1252,1
1033,1137,1
12,997,1
1037,1072,1
1283,699,1
539,1253,1
547,1280,1
409,687,1
12,1252,1
1373,609,1
1339,783,1
12,409,1
1043,454,1
409,1004,1
697,1006,1
9,1196,1
12,409,1
372,353,1
687,409,1
1364,199,1
1398,514,1
409,687,1
12,409,1
454,1043,1
12,32,1
1364,1393,1
1110,752,1
12,409,1
1373,32,1
1043,454,1
353,372,1
1373,615,1
1236,176,1
9,1196,1
1236,1043,1
12,409,1
454,1043,1
372,353,1
679,1281,1
1043,454,1
783,1339,1
12,32,1
1334,42,1
1334,1068,1
26,1176,1
12,1255,1
12,1255,1
700,1283,1
12,32,1
687,1281,1
12,969,1
12,32,1
1373,105,1
353,372,1
12,32,1
1103,425,1
12,1255,1
1373,1313,1
118,847,1
118,943,1
1032,783,1
1312,1313,1
12,32,1
271,194,1
1339,783,1
454,1043,1
711,1356,1
711,32,1
711,1339,1
12,1255,1
1339,711,1
770,1103,1
12,1344,1
32,711,1
1183,1354,1
12,1118,1
1043,454,1
711,1339,1
12,1344,1
711,32,1
12,1118,1
770,1196,1
12,1284,1
783,1032,1
783,1339,1
783,1339,1
12,1118,1
12,1344,1
1339,711,1
770,454,1
1339,783,1
32,711,1
12,1118,1
1032,783,1
118,120,1
711,1339,1
1402,1339,1
1402,32,1
1138,1283,1
711,32,1
12,1284,1
12,1344,1
1339,711,1
12,969,1
12,1118,1
12,1344,1
711,1339,1
1402,1339,1
32,711,1
711,32,1
325,1281,1
454,1043,1
12,1118,1
1339,711,1
1185,454,1
12,1118,1
277,176,1
12,1138,1
308,146,1
12,1118,1
12,1118,1
783,1032,1
822,819,1
1402,32,1
1402,1339,1
12,1118,1
1402,325,1
711,1339,1
176,277,1
1402,32,1
12,1118,1
454,1185,1
1043,454,1
12,1118,1
1339,711,1
12,1118,1
12,1118,1
308,278,1
454,1043,1
12,1118,1
711,1339,1
354,398,1
12,969,1
423,938,1
12,1118,1
12,1118,1
398,354,1
42,1226,1
12,1118,1
12,1118,1
398,354,1
12,1118,1
277,176,1
12,1118,1
12,1118,1
12,1118,1
105,1083,1
42,306,1
354,398,1
105,474,1
354,398,1
12,1255,1
1260,725,1
1339,1255,1
498,1050,1
32,1050,1
12,1118,1
679,649,1
598,1033,1
1255,1339,1
12,1118,1
498,1402,1
398,354,1
12,1118,1
881,1090,1
12,1118,1
810,1138,1
810,1351,1
1050,498,1
546,460,1
725,1260,1
498,1072,1
546,460,1
354,398,1
546,544,1
1383,1138,1
1339,1255,1
725,454,1
835,725,1
516,296,1
398,354,1
725,835,1
1255,1339,1
296,516,1
1339,1255,1
1375,199,1
398,354,1
1255,1339,1
1072,498,1
725,454,1
90,1006,1
1339,1255,1
878,1069,1
1255,1339,1
770,454,1
431,308,1
431,617,1
357,1169,1
1043,454,1
454,1043,1
1339,1255,1
1043,454,1
1255,1339,1
986,649,1
454,1043,1
542,598,1
770,454,1
986,19,1
1339,1255,1
249,964,1
770,454,1
1043,454,1
725,454,1
1255,1339,1
454,1043,1
1043,454,1
1339,1255,1
770,454,1
719,220,1
835,725,1
725,454,1
306,42,1
725,835,1
1255,1339,1
1274,1281,1
770,454,1
639,1033,1
1339,1231,1
1339,1255,1
1137,1033,1
639,994,1
1255,1339,1
1339,1280,1
835,725,1
1231,1339,1
1113,576,1
1339,474,1
1339,1255,1
1339,1231,1
1255,1339,1
474,1339,1
1339,1255,1
912,375,1
1339,474,1
1231,1339,1
725,835,1
912,1379,1
1142,752,1
474,1339,1
1339,1231,1
725,454,1
1339,474,1
1231,1339,1
1280,1339,1
1339,1231,1
1384,795,1
474,1339,1
576,649,1
1339,1280,1
1280,725,1
1384,778,1
576,1339,1
1358,1381,1
1280,1339,1
281,317,1
878,1255,1
1358,777,1
1339,474,1
63,814,1
1339,576,1
105,474,1
1176,26,1
474,1377,1
317,281,1
281,317,1
398,1377,1
800,1384,1
317,281,1
1339,1280,1
281,317,1
1306,990,1
317,281,1
474,1339,1
1255,1339,1
1255,878,1
725,1280,1
1231,1339,1
1006,90,1
1280,1339,1
281,317,1
725,1280,1
1339,474,1
994,639,1
1280,725,1
871,1029,1
714,517,1
800,1384,1
1280,725,1
871,1384,1
1339,1231,1
1038,576,1
1185,454,1
544,546,1
1339,1280,1
1346,1314,1
1185,454,1
1339,1255,1
596,1179,1
725,1280,1
1383,1138,1
353,261,1
1033,1281,1
800,1384,1
261,353,1
1033,1381,1
1280,1339,1
474,1339,1
800,1384,1
1284,131,1
1280,725,1
994,596,1
1231,1339,1
800,1384,1
835,725,1
1033,598,1
871,1384,1
770,1384,1
1339,474,1
878,1255,1
725,1280,1
1339,1231,1
770,658,1
454,725,1
1339,1280,1
1339,576,1
474,1339,1
1033,639,1
1280,725,1
994,993,1
725,835,1
725,454,1
1280,1339,1
1403,1255,1
1231,1339,1
1033,1137,1
725,1280,1
1339,474,1
986,725,1
1339,1280,1
1280,725,1
1280,1339,1
1339,1231,1
1339,1280,1
474,1339,1
770,1384,1
871,1384,1
986,725,1
1339,474,1
770,1384,1
131,1284,1
1231,1339,1
725,454,1
1033,1377,1
474,1339,1
871,1384,1
576,1339,1
770,1384,1
1339,1231,1
725,1280,1
342,63,1
1339,576,1
770,1384,1
261,835,1
1231,1339,1
576,1339,1
1339,1231,1
431,617,1
576,1339,1
1375,994,1
