Source,Target,Weight
871,783,1
641,475,1
161,679,1
277,1023,1
871,495,1
277,615,1
615,1116,1
1069,1023,1
323,68,1
282,1071,1
462,393,1
418,543,1
1005,546,1
277,615,1
323,557,1
495,884,1
495,400,1
1023,1072,1
323,557,1
277,1023,1
249,288,1
990,513,1
1101,513,1
934,1026,1
638,41,1
249,288,1
323,418,1
884,495,1
323,557,1
323,557,1
1042,784,1
1042,784,1
1042,802,1
1042,802,1
1042,802,1
652,73,1
323,341,1
12,343,1
605,73,1
277,1023,1
323,557,1
859,372,1
12,991,1
605,1023,1
316,102,1
194,644,1
859,590,1
323,557,1
198,101,1
19,525,1
323,557,1
638,640,1
1042,1056,1
1054,687,1
1042,1056,1
19,525,1
102,316,1
525,73,1
859,676,1
679,161,1
1023,605,1
277,1023,1
605,1023,1
277,615,1
1042,712,1
316,250,1
316,102,1
323,341,1
102,316,1
260,1104,1
194,590,1
1023,605,1
277,1023,1
194,1097,1
586,513,1
1097,194,1
277,615,1
605,1023,1
260,1107,1
277,1054,1
316,102,1
323,557,1
128,934,1
1023,605,1
316,777,1
504,542,1
640,1072,1
277,1023,1
1042,389,1
323,341,1
603,814,1
323,557,1
687,1054,1
174,335,1
1042,318,1
181,495,1
687,573,1
277,1023,1
323,557,1
323,341,1
504,341,1
12,991,1
181,194,1
640,1103,1
277,615,1
1042,997,1
1042,997,1
29,1072,1
277,1023,1
573,687,1
392,400,1
277,1023,1
513,990,1
590,194,1
590,835,1
73,652,1
277,615,1
73,605,1
1056,1032,1
652,73,1
1042,574,1
1056,308,1
277,1023,1
1071,598,1
560,194,1
542,598,1
542,504,1
1042,449,1
814,603,1
697,250,1
19,583,1
697,1034,1
835,590,1
277,1023,1
277,615,1
19,583,1
19,583,1
603,814,1
640,1072,1
277,615,1
277,1023,1
277,615,1
1113,598,1
277,615,1
277,1023,1
277,1023,1
277,615,1
53,250,1
792,903,1
498,495,1
697,1023,1
495,1049,1
1023,1117,1
1101,513,1
944,598,1
1023,697,1
1023,1117,1
1101,194,1
697,1023,1
422,386,1
944,194,1
697,549,1
1023,697,1
103,652,1
1023,697,1
542,549,1
542,549,1
1049,495,1
549,697,1
495,884,1
1117,1023,1
549,542,1
787,720,1
542,495,1
523,440,1
475,640,1
697,1023,1
495,181,1
495,498,1
1023,697,1
495,1049,1
687,640,1
1049,502,1
502,1049,1
1049,495,1
1023,1117,1
368,549,1
1049,502,1
495,542,1
502,1049,1
549,368,1
1049,502,1
884,495,1
502,1049,1
1023,1117,1
498,495,1
697,1023,1
502,468,1
762,402,1
377,415,1
542,495,1
42,474,1
549,830,1
1041,41,1
42,1031,1
41,1043,1
41,599,1
41,1041,1
1101,513,1
640,687,1
475,841,1
640,475,1
1060,590,1
42,483,1
1060,567,1
377,1060,1
42,1091,1
1060,422,1
1060,199,1
377,306,1
542,598,1
368,549,1
377,371,1
542,598,1
176,871,1
851,1014,1
377,48,1
1034,697,1
681,1072,1
687,640,1
697,1034,1
851,162,1
998,475,1
1034,697,1
549,368,1
252,1026,1
1101,475,1
1034,1118,1
640,687,1
1118,1034,1
542,1069,1
1034,1118,1
1034,697,1
1101,475,1
1118,1034,1
1034,1118,1
697,1034,1
377,343,1
1118,1034,1
422,1060,1
1034,1118,1
1118,1034,1
841,792,1
841,475,1
1034,1118,1
475,841,1
1118,1034,1
475,841,1
841,475,1
1034,1118,1
475,841,1
1118,1034,1
1034,1118,1
1118,1034,1
1034,1118,1
1118,1034,1
1034,1118,1
1118,1034,1
640,1062,1
1118,640,1
640,1118,1
1034,1118,1
1118,1034,1
1118,640,1
640,1118,1
1034,1118,1
640,1118,1
1118,640,1
1118,1034,1
640,1118,1
1118,640,1
1034,1118,1
640,1118,1
72,1039,1
1118,640,1
1004,783,1
783,1004,1
599,41,1
679,903,1
841,903,1
841,103,1
214,1117,1
617,681,1
483,42,1
638,41,1
938,87,1
342,638,1
199,1060,1
430,32,1
821,475,1
67,1034,1
430,63,1
128,573,1
367,88,1
509,306,1
509,454,1
509,583,1
600,309,1
626,738,1
509,1117,1
600,632,1
600,927,1
704,822,1
509,975,1
509,1111,1
509,1103,1
296,172,1
536,372,1
536,884,1
342,638,1
1113,536,1
41,599,1
1107,260,1
32,638,1
543,418,1
32,546,1
67,607,1
67,901,1
67,928,1
1113,536,1
32,1042,1
1069,542,1
1069,559,1
1069,559,1
1113,536,1
3,371,1
3,498,1
3,590,1
1042,337,1
1042,32,1
1042,32,1
1119,1026,1
1042,32,1
1042,32,1
1042,32,1
738,626,1
1042,32,1
105,1068,1
63,847,1
712,1042,1
1042,32,1
1042,712,1
402,762,1
405,950,1
405,250,1
405,777,1
1069,308,1
598,542,1
439,212,1
1042,712,1
388,638,1
652,283,1
1120,545,1
483,583,1
1120,545,1
1026,252,1
495,1049,1
425,765,1
626,738,1
495,884,1
495,498,1
1054,277,1
445,614,1
495,542,1
777,405,1
984,753,1
765,425,1
787,720,1
605,73,1
720,787,1
990,513,1
317,679,1
3,498,1
9,32,1
69,1034,1
233,193,1
551,1019,1
498,495,1
317,1111,1
583,283,1
1069,308,1
143,201,1
143,762,1
1045,72,1
1045,72,1
1119,1026,1
337,1042,1
342,544,1
834,142,1
834,1024,1
342,598,1
296,199,1
296,445,1
1103,640,1
296,295,1
950,405,1
297,263,1
277,1054,1
296,544,1
296,544,1
296,516,1
36,1033,1
36,189,1
1021,1104,1
9,282,1
1117,1023,1
9,282,1
9,32,1
224,175,1
250,405,1
9,282,1
9,282,1
67,928,1
644,97,1
97,644,1
97,644,1
1069,317,1
9,32,1
9,282,1
9,32,1
9,32,1
9,32,1
1023,1117,1
615,277,1
9,282,1
1023,277,1
644,97,1
1023,277,1
1023,277,1
9,282,1
142,1121,1
142,1121,1
142,1121,1
1121,142,1
1121,142,1
142,1121,1
545,1047,1
9,282,1
9,142,1
9,282,1
306,1117,1
32,683,1
306,1122,1
683,32,1
32,683,1
