Source,Target,Weight
250,502,1
294,250,1
646,758,1
638,479,1
495,263,1
642,711,1
761,482,1
495,498,1
642,652,1
711,479,1
482,761,1
753,646,1
431,299,1
53,642,1
652,642,1
263,588,1
761,482,1
711,642,1
761,482,1
638,646,1
758,646,1
483,583,1
294,250,1
479,711,1
560,638,1
483,782,1
788,681,1
323,367,1
365,191,1
642,652,1
646,758,1
502,250,1
482,761,1
646,753,1
532,536,1
788,728,1
758,646,1
652,642,1
250,502,1
642,711,1
681,788,1
642,652,1
761,482,1
761,482,1
642,784,1
482,761,1
783,542,1
502,250,1
753,646,1
733,626,1
761,482,1
711,479,1
479,659,1
588,263,1
758,646,1
482,761,1
711,642,1
646,753,1
523,791,1
479,711,1
646,758,1
250,502,1
753,646,1
522,598,1
599,534,1
642,711,1
758,646,1
733,784,1
686,782,1
502,250,1
532,364,1
646,753,1
711,642,1
9,788,1
753,646,1
479,788,1
642,711,1
212,741,1
325,523,1
250,407,1
646,758,1
9,753,1
733,128,1
646,753,1
250,502,1
761,482,1
638,646,1
425,407,1
733,407,1
9,142,1
502,250,1
259,532,1
758,646,1
758,646,1
733,783,1
9,142,1
479,432,1
733,101,1
646,758,1
733,101,1
733,502,1
711,642,1
53,642,1
250,502,1
733,783,1
460,289,1
502,250,1
733,783,1
758,646,1
542,460,1
479,711,1
642,711,1
250,502,1
733,616,1
733,128,1
542,548,1
502,250,1
733,460,1
548,542,1
53,642,1
788,681,1
542,548,1
38,460,1
542,325,1
250,502,1
726,638,1
38,783,1
788,479,1
263,308,1
437,625,1
479,788,1
733,437,1
758,646,1
542,97,1
681,788,1
548,542,1
542,548,1
646,758,1
711,479,1
308,263,1
711,642,1
479,711,1
548,542,1
788,479,1
646,758,1
642,711,1
638,646,1
334,437,1
711,479,1
689,626,1
793,405,1
689,474,1
562,762,1
687,128,1
687,97,1
562,590,1
263,308,1
439,212,1
368,401,1
687,616,1
681,788,1
498,495,1
793,353,1
687,41,1
687,263,1
687,283,1
181,495,1
325,542,1
687,480,1
782,483,1
321,299,1
263,687,1
194,99,1
321,595,1
128,542,1
321,595,1
128,687,1
542,128,1
754,583,1
583,754,1
321,626,1
321,616,1
475,642,1
683,48,1
128,542,1
321,783,1
721,642,1
542,128,1
48,683,1
321,754,1
321,721,1
721,400,1
321,242,1
721,321,1
754,321,1
321,721,1
242,321,1
128,542,1
590,626,1
321,754,1
721,782,1
321,242,1
721,321,1
754,321,1
321,721,1
236,128,1
321,754,1
607,728,1
321,607,1
212,48,1
542,128,1
48,212,1
616,623,1
625,437,1
783,321,1
128,236,1
212,48,1
128,542,1
754,321,1
721,48,1
495,498,1
48,721,1
555,754,1
236,128,1
321,783,1
683,48,1
321,754,1
242,321,1
212,439,1
495,181,1
721,48,1
321,242,1
542,128,1
625,662,1
616,794,1
242,321,1
252,616,1
48,683,1
754,607,1
48,721,1
713,542,1
191,365,1
794,616,1
616,687,1
713,632,1
683,48,1
686,782,1
713,339,1
128,542,1
686,321,1
642,721,1
638,687,1
542,128,1
683,194,1
48,683,1
546,542,1
721,48,1
437,625,1
48,721,1
128,542,1
713,482,1
194,683,1
683,48,1
721,48,1
683,194,1
713,359,1
683,297,1
683,400,1
407,250,1
479,8,1
683,103,1
407,425,1
713,172,1
48,683,1
542,128,1
713,363,1
683,48,1
713,124,1
625,437,1
48,683,1
546,542,1
713,462,1
683,48,1
128,542,1
48,721,1
364,532,1
48,721,1
263,495,1
181,495,1
713,102,1
194,683,1
713,242,1
616,252,1
542,128,1
128,542,1
128,542,1
782,721,1
540,739,1
625,775,1
625,534,1
639,401,1
639,687,1
731,314,1
712,719,1
712,753,1
536,372,1
536,532,1
214,768,1
41,687,1
523,325,1
41,794,1
41,754,1
626,762,1
626,590,1
626,309,1
626,590,1
474,400,1
474,741,1
536,782,1
220,479,1
498,548,1
514,386,1
567,753,1
51,523,1
713,327,1
713,325,1
713,714,1
277,794,1
277,603,1
713,41,1
713,716,1
713,105,1
713,738,1
713,103,1
277,603,1
32,780,1
277,263,1
589,513,1
297,683,1
244,415,1
3,68,1
786,783,1
583,795,1
204,181,1
204,794,1
498,297,1
297,498,1
278,27,1
626,590,1
739,540,1
534,625,1
739,317,1
424,343,1
796,747,1
496,523,1
496,316,1
765,309,1
339,286,1
27,278,1
752,278,1
513,589,1
697,640,1
422,297,1
679,72,1
728,607,1
679,317,1
342,598,1
297,422,1
283,687,1
297,263,1
342,598,1
679,404,1
342,598,1
697,224,1
342,598,1
177,514,1
514,177,1
30,404,1
9,142,1
9,177,1
9,282,1
342,598,1
342,797,1
586,309,1
586,309,1
738,626,1
615,365,1
254,30,1
456,697,1
629,128,1
626,738,1
598,342,1
599,534,1
52,681,1
309,52,1
52,309,1
309,52,1
309,798,1
282,34,1
590,440,1
590,513,1
401,639,1
204,303,1
401,776,1
388,761,1
53,250,1
401,773,1
590,626,1
551,400,1
103,683,1
103,731,1
798,513,1
547,711,1
687,41,1
103,462,1
620,27,1
437,625,1
372,569,1
372,128,1
204,303,1
372,761,1
372,536,1
372,799,1
372,798,1
372,278,1
398,782,1
212,321,1
372,437,1
372,765,1
277,603,1
798,309,1
754,41,1
220,624,1
711,547,1
220,644,1
220,678,1
547,711,1
299,462,1
220,372,1
711,547,1
547,711,1
299,321,1
277,498,1
27,620,1
711,547,1
277,603,1
713,372,1
154,719,1
154,644,1
689,626,1
713,738,1
547,154,1
626,689,1
277,603,1
626,590,1
713,567,1
713,727,1
755,386,1
713,161,1
713,644,1
758,753,1
713,103,1
687,128,1
713,624,1
713,90,1
713,252,1
687,616,1
713,714,1
713,48,1
713,321,1
321,212,1
766,642,1
766,372,1
766,372,1
586,784,1
321,299,1
713,542,1
681,52,1
605,734,1
689,626,1
766,372,1
321,766,1
713,479,1
321,758,1
766,321,1
782,398,1
586,598,1
712,189,1
713,242,1
321,766,1
626,689,1
758,321,1
321,784,1
713,462,1
337,649,1
321,758,1
509,364,1
337,769,1
101,514,1
713,102,1
713,716,1
586,534,1
321,765,1
770,534,1
586,244,1
297,321,1
321,798,1
713,283,1
321,297,1
616,321,1
321,616,1
321,616,1
770,454,1
297,321,1
454,181,1
321,297,1
555,754,1
766,321,1
758,321,1
372,766,1
372,766,1
372,766,1
321,766,1
766,372,1
321,758,1
766,321,1
372,766,1
321,766,1
67,8,1
297,321,1
128,629,1
