source,target,weight
0,118,3
0,238,4
0,125,5
1,70,7
1,180,5
1,5,2
2,136,1
2,66,6
2,203,2
2,109,6
2,222,5
2,9,2
2,94,2
3,63,6
3,129,3
3,171,1
3,50,7
3,57,4
4,37,1
4,166,4
4,51,3
5,68,3
5,240,2
5,6,2
5,116,1
5,17,2
5,208,3
5,224,6
5,24,6
5,112,2
5,7,3
5,8,3
5,104,4
6,128,5
6,190,7
6,91,5
7,100,2
7,190,6
7,218,3
7,133,4
7,186,4
7,19,1
7,183,2
8,10,3
8,100,5
8,240,1
8,50,6
8,173,4
9,188,2
9,192,7
9,217,2
10,12,3
10,186,7
10,218,4
11,132,7
11,197,6
11,44,6
11,167,4
11,158,1
11,183,6
12,240,3
12,190,6
12,74,4
13,220,1
13,25,7
13,59,2
14,142,7
14,55,4
14,150,2
14,34,5
14,87,7
15,186,1
15,142,1
15,150,6
15,162,6
16,216,1
16,35,7
17,173,7
18,203,4
18,159,7
19,24,4
19,173,1
20,246,2
20,152,6
20,216,4
20,131,6
20,242,1
20,48,5
21,242,5
21,152,3
21,151,1
21,125,2
22,145,2
22,201,1
22,194,3
22,34,1
22,47,6
22,243,5
23,77,5
23,221,5
23,69,2
23,205,4
23,217,6
24,68,1
24,224,7
25,98,5
25,105,3
26,36,4
26,153,4
26,207,3
27,167,5
27,239,2
27,169,7
27,231,2
28,39,1
28,150,5
28,106,2
28,87,4
28,65,7
28,62,5
29,117,1
29,86,7
29,167,4
29,197,3
30,154,1
30,225,1
30,184,2
30,60,4
31,230,4
31,232,7
31,233,3
32,187,7
32,72,1
32,81,3
32,171,6
32,103,7
32,123,7
33,235,6
33,120,3
33,248,4
34,189,3
34,148,6
34,141,1
34,248,5
35,223,4
36,37,4
36,185,6
37,65,5
37,172,1
38,148,3
38,150,5
38,245,3
38,248,6
39,243,5
40,63,2
40,50,6
40,212,5
40,46,4
41,43,7
41,207,2
41,215,2
42,55,3
42,80,1
43,171,2
43,202,5
43,168,3
43,56,6
43,45,3
43,165,3
43,57,3
43,103,5
43,81,6
43,82,6
43,107,3
43,115,6
43,123,7
43,236,2
43,163,4
43,67,6
44,167,6
44,86,6
44,183,7
45,171,4
45,115,4
46,171,3
46,165,1
46,176,5
47,194,5
47,87,4
47,243,2
48,57,6
49,191,1
49,232,3
49,76,1
49,230,3
50,171,4
50,57,4
51,172,3
51,215,5
51,74,3
51,97,1
52,142,2
52,201,7
52,150,3
52,80,4
52,243,2
53,138,2
53,93,3
53,247,5
53,230,3
53,232,6
54,130,6
54,230,4
54,76,6
54,229,4
55,248,5
56,165,7
56,171,5
57,171,6
57,168,2
57,213,2
57,65,4
57,67,3
58,158,3
58,167,2
59,155,7
59,234,2
59,230,5
60,167,1
60,174,6
61,241,2
61,143,3
61,205,2
61,209,3
61,244,1
62,243,4
63,160,2
63,171,4
63,67,6
63,82,1
64,184,5
64,96,1
65,84,7
65,146,6
65,101,2
65,108,1
66,137,7
66,203,3
66,88,3
67,236,2
68,173,5
68,208,1
69,188,1
69,73,2
69,99,3
70,190,7
70,85,1
70,78,6
70,104,4
71,170,7
71,134,2
71,113,5
71,193,1
71,230,2
71,232,6
72,187,5
72,84,3
73,221,7
74,149,3
74,199,2
74,172,4
74,182,1
74,219,4
74,163,2
74,124,2
75,171,6
