source,target,weight
0,118,3
0,238,6
0,125,2
1,70,3
1,180,5
1,5,6
2,136,6
2,66,1
2,203,2
2,109,4
2,222,2
2,9,6
2,94,1
3,63,5
3,129,5
3,171,4
3,50,2
3,57,2
4,37,2
4,166,3
4,51,5
5,68,1
5,240,6
5,6,7
5,116,5
5,17,6
5,208,4
5,224,6
5,24,6
5,112,7
5,7,3
5,8,6
5,104,5
6,128,5
6,190,5
6,91,5
7,100,2
7,190,1
7,218,4
7,133,4
7,186,7
7,19,1
7,183,2
8,10,3
8,100,7
8,240,6
8,50,2
8,173,2
9,188,7
9,192,1
9,217,7
10,12,2
10,186,2
10,218,2
11,132,2
11,197,4
11,44,3
11,167,5
11,158,4
11,183,5
12,240,7
12,190,6
12,74,3
13,220,1
13,25,4
13,59,1
14,142,2
14,55,7
14,150,2
14,34,6
14,87,4
15,186,4
15,142,6
15,150,1
15,162,6
16,216,1
16,35,5
17,173,6
18,203,6
18,159,5
19,24,3
19,173,5
20,246,1
20,152,2
20,216,1
20,131,7
20,242,3
20,48,5
21,242,3
21,152,2
21,151,1
21,125,6
22,145,6
22,201,3
22,194,3
22,34,3
22,47,1
22,243,7
23,77,4
23,221,7
23,69,4
23,205,6
23,217,7
24,68,5
24,224,3
25,98,2
25,105,1
26,36,2
26,153,2
26,207,7
27,167,4
27,239,4
27,169,4
27,231,2
28,39,5
28,150,7
28,106,4
28,87,7
28,65,3
28,62,1
29,117,3
29,86,3
29,167,1
29,197,2
30,154,7
30,225,3
30,184,4
30,60,6
31,230,6
31,232,7
31,233,6
32,187,6
32,72,3
32,81,6
32,171,3
32,103,6
32,123,5
33,235,5
33,120,2
33,248,7
34,189,5
34,148,6
34,141,5
34,248,5
35,223,3
36,37,3
36,185,5
37,65,3
37,172,4
38,148,7
38,150,5
38,245,1
38,248,5
39,243,3
40,63,5
40,50,4
40,212,1
40,46,2
41,43,2
41,207,3
41,215,5
42,55,7
42,80,5
43,171,7
43,202,7
43,168,2
43,56,4
43,45,4
43,165,5
43,57,3
43,103,6
43,81,3
43,82,4
43,107,3
43,115,7
43,123,2
43,236,5
43,163,6
43,67,1
44,167,3
44,86,5
44,183,5
45,171,5
45,115,1
46,171,5
46,165,5
46,176,2
47,194,3
47,87,3
47,243,1
48,57,3
49,191,6
49,232,2
49,76,6
49,230,6
50,171,6
50,57,1
51,172,7
51,215,6
51,74,4
51,97,1
52,142,1
52,201,2
52,150,2
52,80,5
52,243,4
53,138,7
53,93,3
53,247,5
53,230,5
53,232,3
54,130,4
54,230,2
54,76,5
54,229,1
55,248,4
56,165,1
56,171,1
57,171,4
57,168,6
57,213,7
57,65,2
57,67,3
58,158,7
58,167,2
59,155,2
59,234,6
59,230,1
60,167,5
60,174,2
61,241,3
61,143,7
61,205,6
61,209,4
61,244,1
62,243,7
63,160,6
63,171,4
63,67,1
63,82,5
64,184,5
64,96,3
65,84,6
65,146,1
65,101,4
65,108,1
66,137,3
66,203,5
66,88,1
67,236,7
68,173,7
68,208,3
69,188,1
69,73,1
69,99,2
70,190,1
70,85,4
70,78,6
70,104,1
71,170,7
71,134,5
71,113,6
71,193,7
71,230,7
71,232,1
72,187,4
72,84,6
73,221,6
74,149,6
74,199,4
74,172,7
74,182,7
74,219,3
74,163,5
74,124,6
75,171,5
75,85,5
75,128,5
76,222,7
76,138,7
76,130,7
76,141,2
76,230,1
77,192,7
78,133,4
79,167,3
79,195,6
79,204,5
79,112,6
80,145,4
81,171,2
81,181,1
81,93,3
82,213,5
83,147,2
83,149,5
84,171,7
84,129,3
84,89,4
86,158,6
86,169,5
86,200,4
87,106,6
87,245,1
88,90,2
89,202,4
89,168,6
90,135,1
90,136,2
90,137,3
91,180,6
92,102,3
92,230,7
92,233,6
93,198,1
93,130,7
93,138,6
93,230,4
95,145,7
95,148,1
96,132,1
96,167,4
97,230,5
97,139,6
97,185,5
98,141,7
99,196,3
100,173,7
101,182,7
102,227,5
102,230,4
104,173,3
105,226,4
105,118,5
106,120,4
107,168,6
107,171,5
108,171,6
109,137,2
110,132,1
110,167,2
110,175,6
111,196,5
111,221,3
111,244,6
112,183,3
112,204,3
113,170,7
113,230,3
114,151,3
114,216,7
117,184,7
118,232,4
119,140,5
119,230,1
119,232,7
119,233,1
119,127,7
120,201,1
121,131,7
121,151,4
121,152,4
121,216,7
122,186,7
124,146,7
126,234,5
127,200,7
127,163,3
128,133,4
129,171,4
129,176,6
130,193,2
130,232,1
130,229,5
130,178,2
130,230,5
131,161,5
131,223,7
134,157,5
134,222,1
134,144,6
134,156,5
134,230,5
135,209,3
135,221,1
135,196,2
135,210,2
136,241,2
138,193,3
138,247,4
138,222,4
139,177,6
139,153,6
139,228,3
140,227,3
140,230,7
141,246,6
141,223,5
141,151,7
142,184,3
142,162,7
143,192,4
143,221,3
143,159,1
144,178,3
144,164,6
144,232,1
145,243,3
146,166,6
146,149,6
146,172,2
146,199,3
147,228,3
148,235,3
148,243,3
149,172,1
149,199,2
150,248,5
151,220,1
151,234,6
151,246,3
152,155,7
152,226,1
153,215,6
153,179,7
154,184,5
154,239,5
155,214,1
155,246,3
155,161,5
155,248,6
156,198,2
156,230,6
156,233,4
157,232,4
157,237,6
157,230,2
158,169,1
158,167,3
158,184,5
158,211,5
160,176,7
162,189,3
163,229,6
163,179,6
164,198,3
164,222,4
164,230,6
165,213,3
167,174,5
167,206,1
167,204,1
167,200,6
167,243,5
167,211,4
167,232,7
168,171,6
168,212,5
170,230,4
170,232,5
171,181,5
171,249,1
171,212,6
171,187,3
171,176,2
172,177,1
172,185,2
173,186,3
173,230,2
174,200,4
175,200,4
177,182,4
178,230,6
178,232,2
180,224,1
180,190,6
183,225,1
184,195,2
186,230,1
186,208,5
190,199,1
191,193,1
191,230,6
191,232,4
193,230,3
193,232,5
196,221,1
198,230,2
199,219,3
200,206,1
201,243,5
204,206,6
207,215,7
209,210,1
213,249,6
214,242,4
222,230,2
223,238,1
225,231,1
227,230,4
229,230,4
230,233,1
230,232,1
230,247,6
230,237,4
232,237,7
232,243,6
234,238,7
235,243,2
235,248,2
