source,target,weight
0,118,4
0,238,7
0,125,5
1,70,4
1,180,7
1,5,4
2,136,3
2,66,6
2,203,5
2,109,6
2,222,4
2,9,2
2,94,5
3,63,2
3,129,2
3,171,6
3,50,2
3,57,6
4,37,7
4,166,6
4,51,3
5,68,5
5,240,3
5,6,7
5,116,1
5,17,5
5,208,5
5,224,1
5,24,6
5,112,4
5,7,6
5,8,4
5,104,5
6,128,3
6,190,4
6,91,4
7,100,4
7,190,6
7,218,3
7,133,7
7,186,6
7,19,2
7,183,1
8,10,2
8,100,3
8,240,5
8,50,2
8,173,1
9,188,4
9,192,3
9,217,2
10,12,6
10,186,4
10,218,2
11,132,3
11,197,1
11,44,7
11,167,3
11,158,4
11,183,6
12,240,4
12,190,6
12,74,6
13,220,3
13,25,1
13,59,1
14,142,5
14,55,2
14,150,3
14,34,7
14,87,4
15,186,6
15,142,1
15,150,3
15,162,3
16,216,3
16,35,1
17,173,6
18,203,4
18,159,3
19,24,6
19,173,4
20,246,4
20,152,3
20,216,4
20,131,4
20,242,1
20,48,1
21,242,6
21,152,1
21,151,6
21,125,6
22,145,2
22,201,3
22,194,4
22,34,7
22,47,1
22,243,5
23,77,1
23,221,7
23,69,7
23,205,1
23,217,5
24,68,2
24,224,7
25,98,7
25,105,2
26,36,4
26,153,5
26,207,1
27,167,7
27,239,1
27,169,4
27,231,2
28,39,5
28,150,2
28,106,4
28,87,2
28,65,6
28,62,3
29,117,7
29,86,1
29,167,4
29,197,7
30,154,4
30,225,7
30,184,3
30,60,2
31,230,7
31,232,7
31,233,5
32,187,3
32,72,7
32,81,6
32,171,4
32,103,6
32,123,6
33,235,6
33,120,3
33,248,1
34,189,6
34,148,7
34,141,5
34,248,2
35,223,1
36,37,2
36,185,7
37,65,4
37,172,4
38,148,1
38,150,1
38,245,5
38,248,2
39,243,1
40,63,1
40,50,2
40,212,1
40,46,3
41,43,6
41,207,2
41,215,4
42,55,2
42,80,7
43,171,2
43,202,7
43,168,7
43,56,2
43,45,6
43,165,3
43,57,1
43,103,5
43,81,5
43,82,7
43,107,1
43,115,2
43,123,7
43,236,7
43,163,4
43,67,3
44,167,5
44,86,1
44,183,5
45,171,2
45,115,2
46,171,6
46,165,3
46,176,5
47,194,5
47,87,5
47,243,2
48,57,5
49,191,7
49,232,1
49,76,7
49,230,3
50,171,5
50,57,3
51,172,7
51,215,7
51,74,2
51,97,4
52,142,1
52,201,4
52,150,4
52,80,5
52,243,5
53,138,1
53,93,5
53,247,1
53,230,3
53,232,3
54,130,5
54,230,5
54,76,1
54,229,7
55,248,7
56,165,2
56,171,3
57,171,5
57,168,2
57,213,7
57,65,7
57,67,7
58,158,2
58,167,1
59,155,2
59,234,5
59,230,5
60,167,7
60,174,7
61,241,5
61,143,3
61,205,1
61,209,1
61,244,1
62,243,4
63,160,2
63,171,3
63,67,4
63,82,7
64,184,6
64,96,4
65,84,3
65,146,5
65,101,4
65,108,6
66,137,4
66,203,4
66,88,1
67,236,6
68,173,5
68,208,7
69,188,1
69,73,7
69,99,2
70,190,3
70,85,6
70,78,5
70,104,2
71,170,3
71,134,3
71,113,7
71,193,1
71,230,2
71,232,2
72,187,4
72,84,7
73,221,4
74,149,4
74,199,7
74,172,3
74,182,6
74,219,7
74,163,4
74,124,5
75,171,7
75,85,4
75,128,1
76,222,1
76,138,3
76,130,6
76,141,6
76,230,7
77,192,5
78,133,5
79,167,1
79,195,5
79,204,6
79,112,5
80,145,6
81,171,5
81,181,5
81,93,4
82,213,5
83,147,2
83,149,5
84,171,6
84,129,6
84,89,3
86,158,5
86,169,4
86,200,4
87,106,1
87,245,2
88,90,7
89,202,7
89,168,2
90,135,1
90,136,1
90,137,7
91,180,5
92,102,6
92,230,1
92,233,5
93,198,5
93,130,4
93,138,1
93,230,2
95,145,7
95,148,4
96,132,3
96,167,3
97,230,6
97,139,4
97,185,4
98,141,2
99,196,4
100,173,4
101,182,3
102,227,1
102,230,6
104,173,5
105,226,2
105,118,6
106,120,6
107,168,2
107,171,2
108,171,5
109,137,6
110,132,1
110,167,3
110,175,6
111,196,6
111,221,6
111,244,7
112,183,3
112,204,5
113,170,1
