source,target,weight
0,118,6
0,238,3
0,125,3
1,70,5
1,180,7
1,5,3
2,136,4
2,66,3
2,203,3
2,109,7
2,222,3
2,9,3
2,94,1
3,63,4
3,129,3
3,171,1
3,50,7
3,57,2
4,37,3
4,166,1
4,51,6
5,68,5
5,240,4
5,6,6
5,116,7
5,17,5
5,208,4
5,224,1
5,24,2
5,112,1
5,7,3
5,8,3
5,104,5
6,128,1
6,190,5
6,91,4
7,100,4
7,190,4
7,218,6
7,133,3
7,186,2
7,19,6
7,183,3
8,10,5
8,100,1
8,240,6
8,50,3
8,173,3
9,188,7
9,192,4
9,217,1
10,12,4
10,186,1
10,218,4
11,132,7
11,197,2
11,44,3
11,167,6
11,158,5
11,183,2
12,240,2
12,190,6
12,74,1
13,220,6
13,25,3
13,59,5
14,142,5
14,55,7
14,150,3
14,34,5
14,87,6
15,186,6
15,142,5
15,150,7
15,162,6
16,216,2
16,35,4
17,173,6
18,203,5
18,159,5
19,24,6
19,173,6
20,246,4
20,152,6
20,216,2
20,131,1
20,242,4
20,48,2
21,242,7
21,152,7
21,151,2
21,125,6
22,145,7
22,201,3
22,194,2
22,34,5
22,47,7
22,243,3
23,77,5
23,221,6
23,69,5
23,205,1
23,217,5
24,68,1
24,224,6
25,98,7
25,105,1
26,36,2
26,153,2
26,207,5
27,167,2
27,239,4
27,169,2
27,231,1
28,39,2
28,150,5
28,106,7
28,87,6
28,65,3
28,62,7
29,117,3
29,86,2
29,167,1
29,197,2
30,154,6
30,225,6
30,184,2
30,60,3
31,230,4
31,232,1
31,233,4
32,187,7
32,72,4
32,81,3
32,171,2
32,103,5
32,123,2
33,235,3
33,120,2
33,248,4
34,189,2
34,148,2
34,141,3
34,248,2
35,223,6
36,37,6
36,185,5
37,65,4
37,172,5
38,148,2
38,150,1
38,245,7
38,248,5
39,243,2
40,63,7
40,50,5
40,212,5
40,46,6
41,43,4
41,207,4
41,215,3
42,55,6
42,80,6
43,171,1
43,202,1
43,168,1
43,56,5
43,45,3
43,165,6
43,57,6
43,103,1
43,81,6
43,82,5
43,107,2
43,115,1
43,123,6
43,236,1
43,163,6
43,67,5
44,167,1
44,86,3
44,183,7
45,171,1
45,115,1
46,171,6
46,165,7
46,176,4
47,194,5
47,87,5
47,243,1
48,57,6
49,191,1
49,232,4
49,76,7
49,230,4
50,171,7
50,57,7
51,172,5
51,215,6
51,74,4
51,97,4
52,142,2
52,201,1
52,150,2
52,80,6
52,243,5
53,138,2
53,93,1
53,247,2
53,230,7
53,232,4
54,130,3
54,230,4
54,76,7
54,229,5
55,248,1
56,165,5
56,171,6
57,171,5
57,168,4
57,213,2
57,65,6
57,67,3
58,158,5
58,167,7
59,155,4
59,234,1
59,230,1
60,167,7
60,174,1
61,241,6
61,143,6
61,205,2
61,209,4
61,244,1
62,243,6
63,160,4
63,171,5
63,67,3
63,82,3
64,184,4
64,96,7
65,84,5
65,146,1
65,101,5
65,108,2
66,137,1
66,203,3
66,88,4
67,236,7
68,173,3
68,208,3
69,188,7
69,73,6
69,99,4
70,190,7
70,85,1
70,78,5
70,104,7
71,170,4
71,134,2
71,113,6
71,193,2
71,230,6
71,232,4
72,187,4
72,84,3
73,221,4
74,149,7
74,199,2
74,172,4
74,182,6
74,219,6
74,163,1
74,124,7
75,171,6
75,85,2
75,128,1
76,222,5
76,138,6
76,130,6
76,141,5
76,230,5
77,192,5
78,133,6
79,167,1
79,195,4
79,204,6
79,112,6
80,145,3
81,171,7
81,181,7
81,93,2
82,213,6
83,147,7
83,149,5
84,171,5
84,129,1
84,89,6
86,158,1
86,169,6
86,200,6
87,106,6
87,245,2
88,90,7
89,202,3
89,168,2
90,135,4
90,136,1
90,137,5
91,180,4
92,102,4
92,230,3
92,233,4
93,198,6
93,130,2
93,138,2
93,230,7
95,145,7
95,148,1
96,132,6
96,167,2
97,230,4
97,139,7
97,185,2
98,141,7
99,196,7
100,173,7
101,182,4
102,227,2
102,230,6
104,173,3
105,226,2
105,118,2
106,120,2
107,168,1
107,171,6
108,171,5
109,137,4
110,132,1
110,167,2
110,175,6
111,196,1
111,221,1
111,244,1
112,183,4
112,204,6
113,170,1
113,230,1
114,151,6
114,216,6
117,184,3
118,232,5
119,140,7
119,230,5
119,232,7
119,233,5
119,127,5
120,201,1
121,131,1
121,151,1
121,152,6
121,216,1
122,186,5
124,146,6
126,234,1
127,200,7
127,163,2
128,133,6
129,171,3
129,176,3
130,193,2
130,232,7
130,229,3
130,178,3
130,230,4
131,161,1
131,223,4
134,157,7
134,222,6
134,144,2
134,156,5
134,230,2
135,209,4
135,221,6
135,196,2
135,210,4
136,241,5
138,193,2
138,247,2
138,222,6
139,177,5
139,153,6
139,228,2
140,227,4
140,230,6
141,246,2
141,223,3
141,151,1
142,184,1
142,162,2
143,192,1
143,221,7
143,159,7
144,178,1
144,164,2
144,232,3
145,243,5
146,166,3
146,149,4
146,172,4
146,199,2
147,228,4
148,235,5
148,243,4
149,172,4
149,199,2
150,248,2
151,220,7
151,234,4
151,246,5
152,155,6
152,226,2
153,215,1
153,179,1
154,184,5
154,239,6
155,214,7
155,246,5
155,161,1
155,248,4
156,198,2
156,230,5
156,233,3
157,232,3
157,237,3
157,230,5
158,169,2
158,167,7
158,184,1
158,211,5
160,176,7
162,189,1
163,229,4
163,179,2
164,198,3
164,222,3
164,230,1
165,213,7
167,174,1
167,206,4
167,204,7
167,200,7
167,243,5
167,211,3
167,232,7
168,171,6
168,212,5
170,230,6
170,232,2
171,181,5
171,249,1
171,212,5
171,187,7
171,176,7
172,177,6
172,185,4
173,186,4
173,230,2
174,200,5
175,200,3
177,182,7
178,230,3
178,232,1
180,224,7
180,190,3
183,225,6
184,195,1
186,230,3
186,208,2
190,199,1
191,193,3
191,230,6
191,232,4
193,230,3
193,232,3
196,221,5
198,230,6
199,219,4
200,206,4
201,243,6
204,206,5
207,215,5
209,210,4
213,249,4
214,242,7
222,230,6
223,238,4
225,231,7
227,230,3
229,230,5
230,233,4
230,232,4
230,247,5
230,237,7
232,237,4
232,243,6
234,238,6
235,243,4
235,248,2
