source,target,weight
17,0,1
4,0,2
3,0,4
5,0,1
2,0,1
8,0,3
14,0,1
2,23,2
4,23,4
23,23,5
28,23,1
37,23,1
24,23,4
31,23,1
29,23,2
40,39,4
6,39,9
45,20,8
47,20,1
4,20,1
35,20,1
55,45,1
29,20,1
58,37,1
2,37,1
70,1,24
71,1,7
19,1,3
72,1,1
1,1,17
21,1,15
74,1,1
0,1,1
73,1,1
75,1,1
82,81,16
22,81,4
42,81,7
84,81,1
90,72,12
19,72,9
91,72,1
88,96,1
58,96,1
97,96,6
99,96,3
40,43,5
28,43,1
17,3,1
2,3,3
5,3,6
14,3,7
11,3,9
12,3,2
6,3,2
0,3,2
19,3,2
4,3,1
43,3,1
27,3,2
23,3,1
22,3,1
101,68,11
69,68,7
75,101,1
69,101,4
4,68,2
60,101,1
22,101,1
105,101,2
4,101,1
35,101,1
29,68,1
16,68,2
104,68,1
22,42,2
82,42,27
81,42,5
36,42,10
105,42,1
17,42,1
16,94,18
81,94,2
85,94,19
104,94,7
22,94,20
69,94,4
78,94,1
23,94,9
33,33,131
49,33,1
29,33,3
25,33,1
32,33,1
38,33,1
73,21,19
15,21,1
70,73,1
21,73,17
70,21,3
1,21,11
50,21,3
74,21,3
113,21,1
15,73,1
60,21,1
50,74,2
113,74,1
46,74,1
116,74,1
39,6,4
6,6,9
12,6,3
5,6,1
0,6,1
40,6,2
11,6,1
43,40,4
110,40,2
39,40,2
6,40,1
11,40,2
40,40,1
22,111,22
111,111,5
101,111,2
2,27,1
3,27,1
25,51,1
49,49,1
40,110,1
99,30,2
59,30,1
58,30,1
84,30,1
4,30,1
82,92,11
17,92,11
81,82,10
22,82,4
42,82,13
105,82,2
58,82,1
17,82,1
92,82,4
82,82,1
36,82,6
7,98,1
75,69,9
68,69,3
101,69,3
69,69,3
66,69,1
104,69,1
94,69,2
67,61,9
70,61,1
101,61,1
68,61,3
61,61,1
60,61,2
76,67,1
68,67,2
66,61,1
22,61,1
16,85,10
104,85,16
94,85,4
106,85,1
36,85,3
105,85,5
101,105,1
85,105,3
85,85,1
22,85,1
115,7,1
50,48,2
76,50,1
74,50,1
113,50,3
50,50,1
0,8,1
56,9,1
64,9,1
47,119,2
101,16,6
104,16,1
16,16,1
94,16,4
85,16,3
18,16,3
68,16,1
11,11,3
0,11,1
3,11,4
14,11,2
96,97,2
93,32,1
25,29,1
15,29,1
23,32,1
