source,target,weight
2,0,1
5,0,1
12,0,1
3,0,1
18,23,2
24,23,1
32,23,1
40,39,1
6,39,1
29,45,1
20,45,1
4,20,1
56,63,1
67,66,3
19,72,5
90,72,10
91,72,1
72,72,1
95,10,8
86,96,2
96,96,7
58,96,2
97,96,3
30,96,2
22,96,1
29,68,2
16,68,5
61,68,3
15,68,1
106,94,6
85,94,6
104,94,32
16,94,7
22,94,2
81,94,1
78,94,1
105,94,1
33,33,113
34,33,1
38,33,1
70,21,3
73,21,1
27,31,1
15,4,1
26,4,2
50,74,1
19,92,2
101,82,8
22,82,8
81,82,7
105,82,4
104,82,2
42,82,3
98,82,4
82,98,1
75,69,10
26,69,1
69,69,1
101,69,1
68,67,2
67,61,4
106,61,1
68,61,2
1,19,2
72,19,1
104,85,42
106,85,7
105,85,12
94,85,2
16,85,8
66,85,1
94,104,18
16,104,22
81,104,7
106,104,5
85,104,24
105,104,1
22,104,1
69,104,1
61,104,1
82,104,1
29,9,1
104,16,9
94,16,1
68,16,2
16,16,1
85,16,1
38,32,1
35,32,1
68,32,1
7,29,1
48,32,1
50,32,1
