source,target,weight
0,118,6
0,238,1
0,125,7
1,70,7
1,180,4
1,5,4
2,136,3
2,66,4
2,203,3
2,109,1
2,222,3
2,9,3
2,94,2
3,63,6
3,129,6
3,171,6
3,50,4
3,57,7
4,37,5
4,166,3
4,51,1
5,68,2
5,240,1
5,6,6
5,116,2
5,17,1
5,208,1
5,224,7
5,24,4
5,112,5
5,7,2
5,8,1
5,104,7
6,128,7
6,190,4
6,91,5
7,100,7
7,190,3
7,218,4
7,133,5
7,186,2
7,19,7
7,183,5
8,10,2
8,100,2
8,240,5
8,50,6
8,173,3
9,188,5
9,192,5
9,217,7
10,12,2
10,186,3
10,218,1
11,132,1
11,197,3
11,44,2
11,167,5
11,158,3
11,183,5
12,240,4
12,190,4
12,74,5
13,220,7
13,25,2
13,59,5
14,142,5
14,55,2
14,150,3
14,34,6
14,87,4
15,186,1
15,142,1
15,150,4
15,162,4
16,216,6
16,35,4
17,173,2
18,203,1
18,159,2
19,24,7
19,173,6
20,246,5
20,152,2
20,216,7
20,131,2
20,242,3
20,48,3
21,242,6
21,152,1
21,151,2
21,125,7
22,145,4
22,201,6
22,194,1
22,34,6
22,47,1
22,243,6
23,77,7
23,221,5
23,69,4
23,205,5
23,217,1
24,68,5
24,224,6
25,98,4
25,105,6
26,36,6
26,153,5
26,207,5
27,167,1
27,239,2
27,169,2
27,231,1
28,39,5
28,150,7
28,106,6
28,87,2
28,65,6
28,62,4
29,117,3
29,86,3
29,167,3
29,197,4
30,154,6
30,225,3
30,184,1
30,60,7
31,230,4
31,232,1
31,233,5
32,187,2
32,72,2
32,81,7
32,171,4
32,103,5
32,123,5
33,235,2
33,120,7
33,248,5
34,189,2
34,148,7
34,141,4
34,248,3
35,223,6
36,37,6
36,185,2
37,65,5
37,172,5
38,148,7
38,150,2
38,245,1
38,248,7
39,243,2
40,63,6
40,50,1
40,212,2
40,46,3
41,43,6
41,207,3
41,215,2
42,55,2
42,80,6
43,171,2
43,202,2
43,168,5
43,56,6
43,45,2
43,165,2
43,57,7
43,103,5
43,81,1
43,82,5
43,107,2
43,115,1
43,123,6
43,236,7
43,163,6
43,67,3
44,167,4
44,86,5
44,183,7
45,171,2
45,115,5
46,171,1
46,165,5
46,176,1
47,194,7
47,87,1
47,243,7
48,57,5
49,191,5
49,232,3
49,76,1
49,230,2
50,171,3
50,57,4
51,172,5
51,215,1
51,74,5
51,97,4
52,142,7
52,201,4
52,150,6
52,80,5
52,243,3
53,138,7
53,93,1
53,247,6
53,230,4
53,232,4
54,130,1
54,230,5
54,76,6
54,229,2
55,248,5
56,165,2
56,171,2
57,171,4
57,168,4
57,213,5
57,65,2
57,67,3
58,158,4
58,167,7
59,155,2
59,234,2
59,230,3
60,167,5
60,174,6
61,241,3
61,143,4
61,205,1
61,209,6
61,244,5
62,243,6
63,160,2
63,171,4
63,67,7
63,82,6
64,184,5
64,96,2
65,84,4
65,146,4
65,101,4
65,108,1
66,137,6
66,203,2
66,88,3
67,236,2
68,173,7
68,208,6
69,188,1
69,73,3
69,99,6
70,190,5
70,85,4
70,78,5
70,104,6
71,170,5
71,134,5
71,113,3
71,193,5
71,230,1
71,232,3
72,187,3
72,84,3
73,221,5
74,149,7
74,199,3
74,172,2
74,182,1
74,219,1
74,163,5
74,124,6
75,171,2
75,85,3
75,128,3
76,222,2
76,138,4
76,130,2
76,141,5
76,230,6
77,192,4
78,133,1
79,167,1
79,195,7
79,204,1
79,112,6
80,145,1
81,171,2
81,181,4
81,93,7
82,213,4
83,147,6
83,149,7
84,171,3
84,129,7
84,89,2
86,158,6
86,169,3
86,200,1
87,106,7
87,245,5
88,90,2
89,202,2
