source,target,weight
0,118,7
0,238,1
0,125,4
1,70,3
1,180,3
1,5,3
2,136,5
2,66,5
2,203,3
2,109,2
2,222,7
2,9,4
2,94,3
3,63,4
3,129,6
3,171,6
3,50,5
3,57,7
4,37,4
4,166,1
4,51,1
5,68,6
5,240,3
5,6,5
5,116,1
5,17,1
5,208,2
5,224,1
5,24,1
5,112,1
5,7,2
5,8,2
5,104,5
6,128,7
6,190,3
6,91,7
7,100,7
7,190,1
7,218,4
7,133,4
7,186,2
7,19,2
7,183,1
8,10,5
8,100,7
8,240,1
8,50,4
8,173,1
9,188,7
9,192,5
9,217,2
10,12,4
10,186,5
10,218,1
11,132,5
11,197,3
11,44,3
11,167,3
11,158,3
11,183,3
12,240,7
12,190,2
12,74,4
13,220,2
13,25,1
13,59,5
14,142,4
14,55,3
14,150,4
14,34,4
14,87,2
15,186,7
15,142,6
15,150,7
15,162,6
16,216,6
16,35,4
17,173,3
18,203,5
18,159,5
19,24,6
19,173,6
20,246,4
20,152,5
20,216,1
20,131,7
20,242,4
20,48,5
21,242,1
21,152,1
21,151,2
21,125,7
22,145,3
22,201,2
22,194,2
22,34,3
22,47,1
22,243,2
23,77,1
23,221,2
23,69,1
23,205,5
23,217,7
24,68,4
24,224,3
25,98,6
25,105,2
26,36,1
26,153,5
26,207,6
27,167,4
27,239,2
27,169,1
27,231,1
28,39,1
28,150,7
28,106,6
28,87,5
28,65,4
28,62,2
29,117,7
29,86,2
29,167,5
29,197,1
30,154,5
30,225,6
30,184,3
30,60,7
31,230,2
31,232,1
31,233,5
32,187,7
32,72,3
32,81,6
32,171,7
32,103,5
32,123,1
33,235,4
33,120,1
33,248,6
34,189,6
34,148,3
34,141,3
34,248,3
35,223,2
36,37,4
36,185,1
37,65,1
37,172,3
38,148,7
38,150,4
38,245,2
38,248,5
39,243,7
40,63,6
40,50,1
40,212,4
40,46,5
41,43,6
41,207,4
41,215,4
42,55,6
42,80,1
43,171,7
43,202,6
43,168,6
43,56,1
43,45,6
43,165,2
43,57,7
43,103,4
43,81,5
43,82,3
43,107,1
43,115,6
43,123,1
43,236,3
43,163,4
43,67,5
44,167,1
44,86,2
44,183,5
45,171,1
45,115,5
46,171,7
46,165,4
46,176,5
47,194,1
47,87,5
47,243,2
48,57,3
49,191,3
49,232,3
49,76,1
49,230,5
50,171,2
50,57,5
51,172,1
51,215,3
51,74,3
51,97,6
52,142,2
52,201,2
52,150,2
52,80,1
52,243,5
53,138,1
53,93,3
53,247,7
53,230,1
53,232,2
54,130,5
54,230,1
54,76,6
54,229,2
55,248,7
56,165,5
56,171,4
57,171,2
57,168,2
57,213,6
57,65,4
57,67,6
58,158,2
58,167,3
59,155,7
59,234,6
59,230,2
60,167,2
60,174,1
61,241,5
61,143,4
61,205,4
61,209,7
61,244,1
62,243,3
63,160,6
63,171,2
63,67,3
63,82,7
64,184,3
64,96,2
65,84,6
65,146,7
65,101,6
65,108,7
66,137,6
66,203,1
66,88,6
67,236,7
68,173,5
68,208,2
69,188,3
69,73,7
69,99,1
70,190,3
70,85,2
70,78,1
70,104,2
71,170,1
71,134,4
71,113,5
71,193,7
71,230,6
71,232,5
72,187,3
72,84,6
73,221,1
74,149,3
74,199,6
74,172,4
74,182,1
74,219,3
74,163,4
