source,target,weight
0,118,5
0,238,1
0,125,3
1,70,1
1,180,1
1,5,4
2,136,2
2,66,3
2,203,2
2,109,2
2,222,4
2,9,2
2,94,5
3,63,6
3,129,2
3,171,1
3,50,4
3,57,1
4,37,1
4,166,1
4,51,7
5,68,3
5,240,4
5,6,3
5,116,6
5,17,5
5,208,3
5,224,7
5,24,1
5,112,6
5,7,2
5,8,5
5,104,6
6,128,1
6,190,5
6,91,7
7,100,5
7,190,4
7,218,5
7,133,3
7,186,5
7,19,4
7,183,7
8,10,7
8,100,1
8,240,4
8,50,1
8,173,1
9,188,5
9,192,4
9,217,7
10,12,6
10,186,4
10,218,3
11,132,4
11,197,5
11,44,4
11,167,5
11,158,6
11,183,7
12,240,5
12,190,2
12,74,4
13,220,1
13,25,6
13,59,5
14,142,4
14,55,2
14,150,6
14,34,3
14,87,1
15,186,5
15,142,1
15,150,5
15,162,4
16,216,5
16,35,4
17,173,1
18,203,1
18,159,3
19,24,6
19,173,5
20,246,4
20,152,5
20,216,5
20,131,1
20,242,4
20,48,7
21,242,2
21,152,2
21,151,5
21,125,6
22,145,6
22,201,2
22,194,2
22,34,7
22,47,3
22,243,4
23,77,2
23,221,3
23,69,7
23,205,2
23,217,1
24,68,3
24,224,3
25,98,1
25,105,4
26,36,5
26,153,6
26,207,6
27,167,1
27,239,1
27,169,7
27,231,6
28,39,1
28,150,2
28,106,2
28,87,3
28,65,2
28,62,7
29,117,5
29,86,3
29,167,7
29,197,6
30,154,5
30,225,2
30,184,2
30,60,2
31,230,1
31,232,1
31,233,4
32,187,1
32,72,5
32,81,2
32,171,5
32,103,7
32,123,5
33,235,1
33,120,3
33,248,6
34,189,2
34,148,7
34,141,2
34,248,3
35,223,2
36,37,7
36,185,6
37,65,1
37,172,6
38,148,1
38,150,6
38,245,4
38,248,2
39,243,2
40,63,6
40,50,7
40,212,6
40,46,5
41,43,6
41,207,4
41,215,4
42,55,7
42,80,2
43,171,5
43,202,5
43,168,7
43,56,5
43,45,2
43,165,1
43,57,4
43,103,2
43,81,5
43,82,7
43,107,7
43,115,4
43,123,6
43,236,2
43,163,2
43,67,7
44,167,5
44,86,1
44,183,2
45,171,4
45,115,7
46,171,4
46,165,2
46,176,6
47,194,1
47,87,4
47,243,1
48,57,5
49,191,1
49,232,3
49,76,1
49,230,2
50,171,3
50,57,5
51,172,7
51,215,5
51,74,3
51,97,1
52,142,3
52,201,6
52,150,5
52,80,7
52,243,7
53,138,6
53,93,2
53,247,6
53,230,4
53,232,4
54,130,5
54,230,5
54,76,7
54,229,4
55,248,6
56,165,5
56,171,3
57,171,4
57,168,2
57,213,5
57,65,7
57,67,4
58,158,7
58,167,1
59,155,2
59,234,1
59,230,1
60,167,7
60,174,5
61,241,1
61,143,4
61,205,5
61,209,5
61,244,4
62,243,5
63,160,7
63,171,2
63,67,6
63,82,7
64,184,4
64,96,3
65,84,4
65,146,7
65,101,6
65,108,6
66,137,2
66,203,6
66,88,2
67,236,5
68,173,3
68,208,1
69,188,6
69,73,6
69,99,4
70,190,6
70,85,6
70,78,1
70,104,7
71,170,2
71,134,2
71,113,4
71,193,5
71,230,1
71,232,3
72,187,1
72,84,7
73,221,3
74,149,1
74,199,7
74,172,6
74,182,1
74,219,2
74,163,3
74,124,3
75,171,6
75,85,6
75,128,2
76,222,3
76,138,3
76,130,3
76,141,6
76,230,6
77,192,4
78,133,4
79,167,1
79,195,5
79,204,7
79,112,4
80,145,7
81,171,1
81,181,6
81,93,5
82,213,5
83,147,4
83,149,1
84,171,5
84,129,5
84,89,3
86,158,4
86,169,5
86,200,3
87,106,1
87,245,6
