source,target,weight
0,118,7
0,238,5
0,125,4
1,70,4
1,180,2
1,5,6
2,136,1
2,66,4
2,203,5
2,109,3
2,222,3
2,9,1
2,94,4
3,63,3
3,129,5
3,171,4
3,50,1
3,57,6
4,37,3
4,166,3
4,51,3
5,68,2
5,240,5
5,6,7
5,116,3
5,17,7
5,208,1
5,224,6
5,24,3
5,112,6
5,7,1
5,8,6
5,104,1
6,128,6
6,190,5
6,91,4
7,100,5
7,190,3
7,218,7
7,133,6
7,186,2
7,19,1
7,183,2
8,10,5
8,100,7
8,240,3
8,50,5
8,173,6
9,188,4
9,192,3
9,217,4
10,12,4
10,186,7
10,218,5
11,132,4
11,197,4
11,44,1
11,167,7
11,158,6
11,183,5
12,240,4
12,190,4
12,74,1
13,220,2
13,25,6
13,59,7
14,142,1
14,55,4
14,150,5
14,34,2
14,87,1
15,186,1
15,142,1
15,150,2
15,162,3
16,216,5
16,35,6
17,173,2
18,203,1
18,159,3
19,24,2
19,173,2
20,246,3
20,152,4
20,216,1
20,131,7
20,242,3
20,48,7
21,242,4
21,152,2
21,151,4
21,125,4
22,145,2
22,201,5
22,194,7
22,34,5
22,47,7
22,243,7
23,77,4
23,221,7
23,69,4
23,205,3
23,217,3
24,68,4
24,224,1
25,98,6
25,105,6
26,36,2
26,153,3
26,207,6
27,167,6
27,239,5
27,169,4
27,231,2
28,39,2
28,150,1
28,106,2
28,87,3
28,65,4
28,62,6
29,117,7
29,86,5
29,167,7
29,197,5
30,154,5
30,225,7
30,184,6
30,60,4
31,230,1
31,232,5
31,233,3
32,187,4
32,72,3
32,81,5
32,171,7
32,103,5
32,123,3
33,235,2
33,120,3
33,248,6
34,189,1
34,148,2
34,141,3
34,248,5
35,223,1
36,37,5
36,185,3
37,65,6
37,172,6
38,148,4
38,150,7
38,245,7
38,248,6
39,243,4
40,63,4
40,50,1
40,212,4
40,46,5
41,43,3
41,207,6
41,215,1
42,55,7
42,80,7
43,171,3
43,202,4
43,168,3
43,56,4
43,45,2
43,165,2
43,57,5
43,103,3
43,81,3
43,82,3
43,107,4
43,115,3
43,123,7
43,236,2
43,163,6
43,67,6
44,167,7
44,86,5
44,183,2
45,171,5
45,115,3
46,171,5
46,165,5
46,176,4
47,194,6
47,87,5
47,243,4
48,57,6
49,191,2
49,232,1
49,76,1
49,230,3
50,171,2
50,57,4
51,172,5
51,215,1
51,74,6
51,97,4
52,142,6
52,201,4
52,150,6
52,80,2
52,243,2
53,138,6
53,93,6
53,247,3
53,230,6
53,232,5
54,130,2
54,230,1
54,76,4
54,229,1
55,248,7
56,165,6
56,171,1
57,171,7
57,168,3
57,213,1
57,65,4
57,67,5
58,158,1
58,167,4
59,155,3
59,234,1
59,230,4
60,167,2
60,174,5
61,241,7
61,143,7
61,205,4
61,209,6
61,244,7
62,243,3
63,160,3
63,171,2
63,67,3
63,82,6
64,184,4
64,96,1
65,84,1
65,146,4
65,101,5
65,108,5
66,137,4
66,203,1
66,88,5
67,236,5
68,173,4
68,208,7
69,188,6
69,73,5
69,99,6
70,190,2
70,85,2
70,78,5
70,104,7
71,170,6
71,134,6
71,113,6
71,193,7
71,230,4
71,232,5
72,187,4
72,84,6
73,221,2
74,149,5
74,199,5
74,172,6
74,182,7
74,219,7
74,163,3
74,124,4
75,171,4
75,85,5
75,128,6
76,222,1
76,138,4
76,130,2
76,141,6
76,230,7
77,192,7
78,133,6
79,167,7
79,195,5
79,204,7
79,112,1
80,145,3
81,171,1
81,181,7
81,93,4
82,213,6
83,147,4
83,149,3
84,171,1
84,129,6
84,89,4
86,158,4
86,169,7
86,200,1
87,106,5
87,245,6
88,90,5
89,202,7
89,168,4
90,135,4
90,136,6
90,137,1
91,180,6
92,102,4
92,230,7
92,233,4
93,198,7
93,130,5
93,138,5
93,230,6
95,145,5
95,148,4
96,132,2
96,167,4
97,230,6
97,139,4
97,185,3
98,141,7
99,196,2
100,173,4
101,182,5
102,227,4
102,230,1
104,173,4
105,226,7
105,118,2
106,120,4
107,168,1
107,171,7
108,171,3
109,137,2
110,132,4
110,167,5
110,175,2
111,196,2
111,221,7
111,244,6
112,183,2
112,204,5
113,170,3
113,230,1
114,151,3
114,216,2
117,184,6
118,232,2
119,140,4
119,230,4
119,232,3
119,233,3
119,127,3
120,201,6
121,131,7
121,151,6
121,152,6
121,216,1
122,186,3
124,146,1
126,234,6
127,200,1
127,163,2
128,133,5
129,171,3
129,176,3
130,193,1
130,232,3
130,229,3
130,178,2
130,230,6
131,161,4
131,223,4
134,157,4
134,222,2
134,144,7
134,156,5
134,230,2
135,209,2
135,221,7
135,196,6
135,210,7
136,241,1
138,193,1
138,247,3
138,222,2
139,177,6
139,153,1
139,228,2
140,227,2
140,230,7
141,246,2
141,223,7
141,151,5
142,184,5
142,162,4
143,192,7
143,221,2
143,159,2
144,178,3
144,164,5
144,232,6
145,243,3
146,166,6
146,149,5
146,172,4
146,199,1
147,228,1
148,235,5
148,243,2
149,172,3
149,199,7
150,248,6
151,220,4
151,234,6
151,246,1
152,155,4
152,226,4
153,215,5
153,179,2
154,184,4
154,239,4
155,214,3
155,246,4
155,161,2
155,248,7
156,198,6
156,230,5
156,233,7
157,232,4
157,237,5
157,230,6
158,169,5
158,167,2
158,184,5
158,211,4
160,176,2
162,189,1
163,229,4
163,179,7
164,198,6
164,222,4
164,230,3
165,213,1
167,174,7
167,206,4
167,204,4
167,200,1
167,243,5
167,211,1
167,232,7
168,171,7
168,212,1
170,230,7
170,232,5
171,181,3
171,249,6
171,212,3
171,187,2
171,176,7
172,177,6
172,185,1
173,186,3
173,230,6
174,200,1
175,200,4
177,182,1
178,230,2
178,232,6
180,224,1
180,190,5
183,225,5
184,195,1
186,230,3
186,208,7
190,199,3
191,193,5
191,230,5
191,232,6
193,230,6
193,232,1
196,221,5
198,230,4
199,219,4
200,206,7
201,243,1
204,206,6
207,215,5
209,210,2
213,249,7
214,242,7
222,230,5
223,238,6
225,231,7
227,230,1
229,230,4
230,233,2
230,232,2
230,247,3
230,237,1
232,237,3
232,243,5
234,238,4
235,243,1
235,248,7
