source,target,weight
0,118,3
0,238,1
0,125,5
1,70,2
1,180,5
1,5,1
2,136,4
2,66,7
2,203,3
2,109,1
2,222,1
2,9,5
2,94,6
3,63,3
3,129,4
3,171,1
3,50,5
3,57,1
4,37,7
4,166,5
4,51,4
5,68,4
5,240,1
5,6,7
5,116,2
5,17,6
5,208,3
5,224,1
5,24,3
5,112,4
5,7,7
5,8,7
5,104,6
6,128,5
6,190,4
6,91,4
7,100,5
7,190,4
7,218,4
7,133,6
7,186,2
7,19,7
7,183,6
8,10,5
8,100,4
8,240,2
8,50,3
8,173,5
9,188,1
9,192,3
9,217,1
10,12,6
10,186,6
10,218,1
11,132,5
11,197,7
11,44,2
11,167,4
11,158,3
11,183,1
12,240,6
12,190,4
12,74,5
13,220,7
13,25,4
13,59,2
14,142,6
14,55,3
14,150,3
14,34,5
14,87,1
15,186,4
15,142,6
15,150,3
15,162,2
16,216,7
16,35,3
17,173,3
18,203,1
18,159,2
19,24,5
19,173,2
20,246,7
20,152,5
20,216,6
20,131,7
20,242,4
20,48,1
21,242,6
21,152,4
21,151,2
21,125,5
22,145,4
22,201,6
22,194,2
22,34,5
22,47,3
22,243,1
23,77,5
23,221,6
23,69,5
23,205,4
23,217,6
24,68,5
24,224,2
25,98,2
25,105,1
26,36,4
26,153,4
26,207,6
27,167,3
27,239,2
27,169,6
27,231,4
28,39,6
28,150,4
28,106,1
28,87,5
28,65,2
28,62,1
29,117,2
29,86,2
29,167,2
29,197,2
30,154,5
30,225,5
30,184,2
30,60,5
31,230,6
31,232,3
31,233,4
32,187,2
32,72,7
32,81,1
32,171,3
32,103,7
32,123,2
33,235,4
33,120,3
33,248,6
34,189,4
34,148,4
34,141,2
34,248,2
35,223,4
36,37,1
36,185,4
37,65,3
37,172,5
38,148,6
38,150,2
38,245,3
38,248,5
39,243,5
40,63,7
40,50,2
40,212,1
40,46,4
41,43,4
41,207,4
41,215,6
42,55,6
42,80,1
43,171,5
43,202,5
43,168,7
43,56,1
43,45,5
43,165,1
43,57,3
43,103,1
43,81,7
43,82,6
43,107,2
43,115,2
43,123,1
43,236,6
43,163,4
43,67,7
44,167,3
44,86,3
44,183,2
45,171,4
45,115,6
46,171,3
46,165,6
46,176,6
47,194,4
47,87,2
47,243,7
48,57,7
49,191,3
49,232,3
49,76,6
49,230,7
50,171,4
50,57,6
51,172,5
51,215,5
51,74,5
51,97,3
52,142,4
52,201,6
52,150,3
52,80,1
52,243,5
53,138,4
53,93,2
53,247,7
53,230,1
53,232,7
54,130,3
54,230,6
54,76,3
54,229,2
55,248,1
56,165,7
56,171,2
57,171,1
57,168,2
57,213,5
57,65,7
57,67,6
58,158,5
58,167,7
59,155,2
59,234,4
59,230,4
60,167,3
60,174,3
61,241,7
61,143,1
61,205,7
61,209,3
61,244,7
62,243,3
63,160,4
63,171,7
63,67,2
63,82,6
64,184,3
64,96,7
65,84,6
65,146,7
65,101,7
65,108,7
66,137,3
66,203,3
66,88,5
67,236,6
68,173,2
68,208,5
69,188,5
69,73,2
69,99,7
70,190,5
70,85,4
70,78,2
70,104,6
71,170,2
71,134,2
71,113,1
71,193,1
71,230,6
71,232,4
72,187,4
72,84,1
73,221,7
74,149,1
74,199,2
74,172,5
74,182,1
74,219,2
74,163,5
74,124,6
75,171,7
75,85,1
75,128,4
76,222,3
76,138,7
76,130,4
76,141,5
76,230,3
77,192,5
78,133,5
79,167,5
79,195,5
79,204,1
79,112,4
80,145,4
81,171,7
81,181,4
81,93,6
82,213,2
83,147,5
83,149,2
84,171,3
84,129,5
84,89,4
86,158,1
86,169,2
86,200,7
87,106,1
87,245,4
88,90,3
89,202,4
89,168,5
90,135,6
90,136,1
90,137,6
91,180,4
92,102,2
92,230,2
92,233,3
93,198,4
93,130,7
93,138,5
93,230,6
95,145,6
95,148,2
96,132,5
96,167,2
97,230,3
97,139,5
97,185,6
98,141,4
99,196,2
100,173,2
101,182,6
102,227,2
102,230,4
104,173,5
105,226,7
105,118,3
106,120,1
107,168,5
107,171,4
108,171,3
109,137,4
110,132,1
110,167,5
110,175,2
111,196,2
111,221,2
111,244,2
112,183,5
112,204,2
113,170,3
113,230,3
114,151,4
114,216,1
117,184,7
118,232,3
119,140,6
119,230,2
119,232,2
119,233,1
119,127,2
120,201,7
121,131,5
121,151,1
121,152,6
121,216,2
122,186,1
124,146,3
126,234,6
127,200,2
127,163,6
128,133,3
129,171,1
129,176,6
130,193,7
130,232,5
130,229,2
130,178,6
130,230,5
131,161,4
131,223,2
134,157,6
134,222,7
134,144,6
134,156,7
134,230,4
135,209,3
135,221,3
135,196,7
135,210,5
136,241,3
138,193,7
138,247,7
138,222,2
139,177,4
139,153,5
139,228,6
140,227,3
140,230,3
141,246,5
141,223,4
141,151,3
142,184,4
142,162,1
143,192,2
143,221,7
143,159,7
144,178,7
144,164,1
144,232,5
145,243,7
146,166,5
146,149,5
146,172,6
146,199,4
147,228,2
148,235,1
148,243,3
149,172,4
149,199,4
150,248,7
151,220,5
151,234,4
151,246,7
152,155,1
152,226,2
153,215,1
153,179,7
154,184,7
154,239,7
155,214,2
155,246,2
155,161,7
155,248,1
156,198,5
156,230,5
156,233,5
157,232,4
157,237,6
157,230,6
158,169,5
158,167,2
158,184,5
158,211,1
160,176,6
162,189,1
163,229,2
163,179,1
164,198,6
164,222,7
164,230,6
165,213,3
167,174,4
167,206,1
167,204,7
167,200,1
167,243,3
167,211,2
167,232,3
168,171,7
168,212,6
170,230,3
170,232,5
171,181,6
171,249,3
171,212,1
171,187,6
171,176,7
172,177,3
172,185,7
173,186,4
173,230,6
174,200,4
175,200,7
177,182,3
178,230,3
178,232,2
180,224,7
180,190,6
183,225,7
184,195,7
186,230,2
186,208,6
190,199,3
191,193,4
191,230,6
191,232,1
193,230,3
193,232,6
196,221,5
198,230,6
199,219,3
200,206,7
201,243,3
204,206,3
207,215,1
209,210,7
213,249,2
214,242,3
222,230,6
223,238,1
225,231,6
227,230,6
229,230,1
230,233,3
230,232,7
230,247,6
230,237,3
232,237,5
232,243,3
234,238,6
235,243,4
235,248,7
