source,target,weight
0,118,5
0,238,4
0,125,4
1,70,5
1,180,6
1,5,5
2,136,4
2,66,7
2,203,2
2,109,3
2,222,6
2,9,3
2,94,1
3,63,1
3,129,4
3,171,3
3,50,7
3,57,2
4,37,7
4,166,5
4,51,3
5,68,4
5,240,2
5,6,5
5,116,7
5,17,1
5,208,4
5,224,4
5,24,4
5,112,4
5,7,6
5,8,1
5,104,4
6,128,2
6,190,3
6,91,1
7,100,2
7,190,1
7,218,5
7,133,2
7,186,7
7,19,3
7,183,3
8,10,5
8,100,6
8,240,3
8,50,5
8,173,4
9,188,1
9,192,5
9,217,1
10,12,6
10,186,4
10,218,2
11,132,1
11,197,5
11,44,2
11,167,4
11,158,6
11,183,2
12,240,3
12,190,3
12,74,4
13,220,1
13,25,1
13,59,5
14,142,6
14,55,7
14,150,7
14,34,6
14,87,4
15,186,7
15,142,5
15,150,2
15,162,7
16,216,7
16,35,2
17,173,4
18,203,3
18,159,6
19,24,2
19,173,6
20,246,4
20,152,1
20,216,1
20,131,6
20,242,6
20,48,2
21,242,7
21,152,1
21,151,5
21,125,2
22,145,3
22,201,5
22,194,5
22,34,3
22,47,4
22,243,2
23,77,1
23,221,2
23,69,1
23,205,6
23,217,2
24,68,1
24,224,4
25,98,2
25,105,1
26,36,3
26,153,4
26,207,2
27,167,4
27,239,2
27,169,6
27,231,5
28,39,5
28,150,4
28,106,2
28,87,1
28,65,6
28,62,7
29,117,1
29,86,5
29,167,6
29,197,6
30,154,6
30,225,7
30,184,7
30,60,5
31,230,1
31,232,3
31,233,5
32,187,5
32,72,1
32,81,5
32,171,1
32,103,2
32,123,5
33,235,2
33,120,6
33,248,1
34,189,6
34,148,5
34,141,4
34,248,3
35,223,6
36,37,5
36,185,3
37,65,6
37,172,6
38,148,7
38,150,3
38,245,3
38,248,1
39,243,2
40,63,6
40,50,6
40,212,5
40,46,2
41,43,6
41,207,2
41,215,3
42,55,6
42,80,5
43,171,1
43,202,4
43,168,5
43,56,6
43,45,5
43,165,6
43,57,3
43,103,3
43,81,4
43,82,2
43,107,4
43,115,3
43,123,2
43,236,6
43,163,1
43,67,3
44,167,3
44,86,1
44,183,5
45,171,6
45,115,1
