source,target,weight
0,45,7
0,139,1
0,20,4
0,23,2
0,26,7
0,204,6
1,232,3
1,93,7
1,146,2
2,169,2
2,121,1
3,19,7
3,229,3
3,11,4
3,158,5
3,120,2
3,204,6
4,158,5
4,35,7
4,133,6
4,145,4
4,120,6
5,99,4
5,187,1
5,203,7
5,171,3
5,241,2
5,14,3
5,151,6
6,14,6
6,227,2
6,73,6
6,203,7
7,179,5
7,58,3
7,138,2
7,144,3
8,47,2
8,172,1
9,128,4
9,35,3
9,159,6
9,176,4
9,92,2
9,120,4
10,230,3
10,86,7
10,62,3
10,190,2
10,113,4
10,101,2
10,173,1
10,215,5
10,208,1
10,66,7
10,223,3
10,54,7
10,236,4
11,140,6
11,229,4
11,19,2
11,120,3
12,65,3
12,230,7
12,51,6
12,189,5
12,88,6
13,70,4
13,97,4
13,81,3
13,168,3
13,41,7
14,76,2
14,203,2
14,99,4
14,151,2
14,171,1
14,152,7
14,48,3
14,50,5
14,228,3
15,220,1
15,180,2
15,120,4
16,85,3
16,202,5
17,86,7
17,88,3
17,189,7
17,211,2
17,215,1
17,204,4
18,232,5
18,98,1
18,61,3
18,197,7
18,210,6
19,159,6
19,220,3
19,120,7
20,122,2
20,191,4
21,178,1
21,94,3
21,63,4
21,114,1
21,182,4
21,244,1
21,147,2
21,175,1
21,27,4
21,80,4
21,170,1
21,196,3
21,40,7
21,233,5
21,87,5
21,52,7
21,177,5
21,148,5
21,105,2
21,207,1
21,84,5
21,69,3
21,168,3
21,188,4
21,186,4
22,126,5
22,119,6
22,243,3
22,38,7
22,204,6
23,139,7
23,149,7
23,45,5
23,200,1
23,204,7
24,117,6
24,249,6
24,213,2
25,199,6
25,132,7
25,163,6
25,224,7
26,149,1
26,204,3
26,235,5
26,39,6
26,200,5
27,196,7
27,33,1
27,80,6
28,145,6
28,180,4
28,219,6
29,129,5
29,245,5
29,118,7
29,204,4
29,217,6
30,225,7
30,188,6
30,164,7
31,157,4
31,161,6
31,167,1
31,162,1
31,199,4
32,223,6
32,106,6
32,112,3
33,148,3
33,196,4
34,131,4
34,189,6
34,88,3
34,96,6
35,145,1
35,95,7
35,120,4
36,77,2
36,234,3
36,125,2
36,202,7
36,138,4
37,138,4
37,72,7
38,66,5
38,204,1
38,242,1
39,243,1
39,71,2
39,204,3
40,123,6
40,196,4
40,244,3
41,138,1
41,153,3
41,70,1
41,63,7
41,179,1
41,94,7
42,138,3
42,198,5
42,58,6
42,53,7
43,120,4
43,229,7
44,138,6
44,225,4
44,164,7
44,153,7
44,87,4
45,204,7
45,236,5
45,109,3
46,215,7
46,65,1
46,193,2
47,232,7
47,241,5
47,156,2
47,219,6
48,134,7
48,218,4
48,228,1
48,237,1
49,113,7
49,69,3
49,182,1
50,135,5
50,216,1
51,190,3
51,211,3
52,147,3
52,201,5
53,203,2
54,62,1
54,101,4
55,128,7
55,130,6
55,120,7
56,154,2
56,161,1
57,168,4
57,68,6
58,189,2
58,78,6
59,116,1
59,74,7
60,140,6
60,159,7
60,120,3
61,197,2
61,210,6
62,193,3
62,101,1
63,170,4
63,244,7
64,100,7
64,241,7
66,131,4
66,193,2
66,110,6
66,88,4
67,138,7
68,138,6
68,188,5
69,147,5
71,191,2
71,204,6
72,225,5
73,137,2
73,142,4
73,150,3
73,166,6
73,203,4
74,183,1
75,197,3
75,239,6
76,203,7
76,142,5
76,218,4
76,228,2
77,136,3
78,188,4
78,144,7
79,145,2
79,95,4
79,120,5
80,196,1
80,170,2
80,85,4
81,143,2
81,179,1
81,195,6
82,120,1
83,238,4
83,95,5
83,124,1
83,120,2
84,196,5
84,201,4
85,223,6
85,120,1
85,132,4
86,96,4
87,221,2
87,94,6
88,235,7
88,230,2
89,156,5
89,186,3
